Order Item Id,Order Id,Actual_Delayed,Predicted_Delayed,Risk_Probability,Risk_Category
114171,45680,1,1,0.7533,High Risk
107395,42992,1,1,0.7193,Medium Risk
103114,41304,1,1,0.8154,High Risk
114173,45680,1,1,0.7463,Medium Risk
110494,44253,1,1,0.8213,High Risk
115235,46098,1,1,0.7868,High Risk
103115,41304,1,1,0.8001,High Risk
174392,71077,1,1,0.7751,High Risk
173018,69703,1,1,0.7669,High Risk
174427,71112,1,1,0.7379,Medium Risk
173125,69810,1,1,0.7545,High Risk
174407,71092,1,1,0.7418,Medium Risk
172925,69610,1,1,0.7709,High Risk
174315,71000,1,1,0.7453,Medium Risk
174049,70734,1,1,0.7554,High Risk
172941,69626,0,1,0.7339,Medium Risk
172797,69482,1,1,0.773,High Risk
174084,70769,1,1,0.7307,Medium Risk
172958,69643,1,1,0.7498,Medium Risk
174366,71051,0,1,0.726,Medium Risk
172723,69408,1,1,0.782,High Risk
174438,71123,1,1,0.827,High Risk
173849,70534,1,1,0.7307,Medium Risk
172956,69641,0,1,0.7534,High Risk
174275,70960,1,1,0.6953,Medium Risk
173223,69908,1,1,0.7713,High Risk
174272,70957,1,1,0.7422,Medium Risk
172952,69637,1,1,0.7489,Medium Risk
174270,70955,1,1,0.7524,High Risk
174234,70919,1,1,0.827,High Risk
174324,71009,1,1,0.7059,Medium Risk
172968,69653,1,1,0.7739,High Risk
172842,69527,1,1,0.8083,High Risk
174395,71080,1,1,0.7146,Medium Risk
173859,70544,1,1,0.7565,High Risk
172786,69471,0,1,0.7458,Medium Risk
172188,68879,1,1,0.8817,High Risk
167987,67214,1,1,0.8624,High Risk
44493,17810,1,1,0.8383,High Risk
46997,18793,1,1,0.7706,High Risk
162715,65109,1,1,0.7735,High Risk
39186,15673,1,1,0.7845,High Risk
45455,18183,1,1,0.7866,High Risk
50536,20234,1,1,0.7668,High Risk
32867,13139,1,1,0.7727,High Risk
106706,42751,0,0,0.3901,Low Risk
112591,45088,0,0,0.3289,Low Risk
126156,50489,1,1,0.5072,Medium Risk
110862,44409,1,0,0.3387,Low Risk
105115,42101,0,0,0.3724,Low Risk
125992,50424,1,1,0.5211,Medium Risk
124562,49825,1,0,0.357,Low Risk
103083,41294,1,0,0.3749,Low Risk
104898,42023,0,0,0.3523,Low Risk
119464,47774,1,0,0.3659,Low Risk
104416,41827,0,0,0.317,Low Risk
117955,47193,0,0,0.3551,Low Risk
106390,42626,0,0,0.3772,Low Risk
115493,46199,1,0,0.3573,Low Risk
121217,48468,0,0,0.3398,Low Risk
127490,51009,1,0,0.3452,Low Risk
115564,46229,1,0,0.3869,Low Risk
107084,42882,0,0,0.2898,Low Risk
117074,46827,0,0,0.3657,Low Risk
121737,48684,1,0,0.3916,Low Risk
121735,48684,1,0,0.3916,Low Risk
116042,46416,0,0,0.3648,Low Risk
118360,47343,0,0,0.3178,Low Risk
104060,41686,0,0,0.3591,Low Risk
104577,41896,0,0,0.355,Low Risk
70443,28168,0,0,0.3575,Low Risk
62621,24992,0,0,0.2957,Low Risk
77102,30851,0,0,0.3283,Low Risk
62834,25074,1,0,0.3619,Low Risk
180185,76870,1,0,0.3566,Low Risk
63064,25163,0,0,0.324,Low Risk
70143,28036,0,0,0.3279,Low Risk
56759,22679,1,0,0.3748,Low Risk
59059,23610,1,0,0.3467,Low Risk
106946,42828,0,0,0.3737,Low Risk
104576,41896,0,0,0.355,Low Risk
121833,48713,0,0,0.299,Low Risk
114148,45668,0,0,0.3473,Low Risk
178111,74796,0,0,0.3703,Low Risk
69867,27918,0,0,0.3399,Low Risk
75233,30097,0,0,0.3606,Low Risk
77398,30966,0,0,0.3427,Low Risk
75154,30063,0,0,0.3574,Low Risk
55063,22019,1,0,0.3251,Low Risk
60624,24230,1,0,0.3292,Low Risk
121830,48713,0,0,0.299,Low Risk
105750,42353,0,0,0.3506,Low Risk
114147,45668,0,0,0.3473,Low Risk
105206,42134,1,0,0.3141,Low Risk
53808,21522,0,0,0.3557,Low Risk
59474,23767,0,0,0.3494,Low Risk
63711,25433,0,0,0.3423,Low Risk
177208,73893,0,0,0.3409,Low Risk
75205,30085,1,0,0.3857,Low Risk
75410,30172,0,0,0.3025,Low Risk
68790,27478,0,0,0.3357,Low Risk
180291,76976,0,0,0.3337,Low Risk
60210,24063,0,0,0.3268,Low Risk
127964,51209,1,0,0.3187,Low Risk
177154,73839,1,0,0.4052,Low Risk
178038,74723,0,0,0.3493,Low Risk
67197,26821,0,0,0.3141,Low Risk
180417,77102,0,0,0.3413,Low Risk
103859,41608,0,0,0.3359,Low Risk
117478,47009,1,0,0.3574,Low Risk
124787,49916,0,0,0.3743,Low Risk
74420,29746,0,0,0.3478,Low Risk
175848,72533,0,0,0.3412,Low Risk
121561,48608,0,0,0.3554,Low Risk
113719,45506,0,0,0.3335,Low Risk
112427,45027,0,0,0.3254,Low Risk
115752,46308,0,0,0.3465,Low Risk
109111,43685,1,0,0.346,Low Risk
104569,41893,0,0,0.3515,Low Risk
115856,46339,1,0,0.379,Low Risk
116672,46667,0,0,0.3274,Low Risk
119125,47647,0,0,0.3686,Low Risk
121445,48565,1,0,0.4967,Low Risk
109614,43889,1,0,0.3485,Low Risk
112738,45138,0,0,0.4169,Low Risk
110278,44160,1,0,0.3416,Low Risk
123053,49214,1,0,0.345,Low Risk
104410,41825,1,0,0.3199,Low Risk
111111,44504,1,0,0.3614,Low Risk
111088,44496,0,0,0.3381,Low Risk
113854,45559,1,0,0.4882,Low Risk
110090,44074,1,0,0.3921,Low Risk
124661,49857,0,0,0.3797,Low Risk
104311,41786,0,0,0.3382,Low Risk
120131,48042,0,0,0.3325,Low Risk
110620,44301,0,0,0.3639,Low Risk
103815,41591,0,0,0.3209,Low Risk
112334,44981,0,0,0.3489,Low Risk
103704,41545,1,0,0.3473,Low Risk
124779,49910,1,0,0.3579,Low Risk
48976,19590,1,0,0.4054,Low Risk
109018,43650,1,0,0.3907,Low Risk
38024,15202,0,0,0.3578,Low Risk
38639,15462,0,0,0.3362,Low Risk
37908,15155,1,0,0.339,Low Risk
161109,64451,0,0,0.3551,Low Risk
167556,67028,0,0,0.3555,Low Risk
155832,62336,0,0,0.3885,Low Risk
28340,11334,1,0,0.3483,Low Risk
157243,62885,1,0,0.4055,Low Risk
167475,66998,0,0,0.3946,Low Risk
117458,47002,0,0,0.3432,Low Risk
158605,63445,1,0,0.363,Low Risk
168920,67566,0,0,0.3325,Low Risk
47235,18884,1,0,0.4084,Low Risk
47141,18845,1,0,0.4085,Low Risk
167108,66854,1,0,0.3265,Low Risk
117346,46955,1,0,0.3563,Low Risk
137558,55002,0,0,0.3347,Low Risk
151253,60445,1,0,0.3706,Low Risk
133933,53586,0,0,0.3855,Low Risk
141623,56618,0,0,0.3764,Low Risk
129598,51865,1,0,0.3829,Low Risk
7333,2937,0,0,0.3993,Low Risk
136156,54446,0,0,0.3714,Low Risk
146742,58623,0,0,0.3508,Low Risk
18572,7411,0,0,0.3498,Low Risk
13366,5348,0,0,0.3245,Low Risk
149496,59742,0,0,0.3265,Low Risk
148919,59498,0,0,0.3758,Low Risk
8590,3459,1,0,0.3304,Low Risk
21144,8470,1,0,0.372,Low Risk
133575,53455,1,0,0.348,Low Risk
5047,2014,1,0,0.3907,Low Risk
139774,55899,1,0,0.3158,Low Risk
131429,52582,0,0,0.3302,Low Risk
140631,56222,0,0,0.3694,Low Risk
144695,57829,1,0,0.3545,Low Risk
140615,56217,0,0,0.3842,Low Risk
14655,5893,0,0,0.3898,Low Risk
13796,5528,0,0,0.3694,Low Risk
922,367,0,0,0.3596,Low Risk
130831,52353,0,0,0.3417,Low Risk
4452,1784,1,0,0.3874,Low Risk
150929,60317,0,0,0.3215,Low Risk
16941,6776,0,0,0.3262,Low Risk
11226,4487,0,0,0.3707,Low Risk
24177,9681,0,0,0.3531,Low Risk
152307,60868,0,0,0.3746,Low Risk
133008,53231,0,0,0.3369,Low Risk
131482,52601,0,0,0.384,Low Risk
11689,4660,1,0,0.3857,Low Risk
8807,3539,1,0,0.3876,Low Risk
133012,53231,0,0,0.4094,Low Risk
136276,54488,0,0,0.3542,Low Risk
16942,6776,0,0,0.3801,Low Risk
131352,52549,1,0,0.3325,Low Risk
151061,60361,0,0,0.3374,Low Risk
21145,8470,1,0,0.3895,Low Risk
14229,5712,0,0,0.3434,Low Risk
23226,9309,1,0,0.4153,Low Risk
20211,8095,1,0,0.3783,Low Risk
179207,75892,0,0,0.3696,Low Risk
179206,75891,0,0,0.4248,Low Risk
179205,75890,1,1,0.8505,High Risk
179204,75889,1,0,0.4677,Low Risk
179203,75888,0,0,0.3894,Low Risk
179202,75887,0,0,0.4677,Low Risk
179200,75885,1,1,0.8279,High Risk
179199,75884,1,0,0.4336,Low Risk
179198,75883,1,1,0.9944,High Risk
179197,75882,0,0,0.4451,Low Risk
179196,75881,0,0,0.4427,Low Risk
179195,75880,1,0,0.4357,Low Risk
179194,75879,1,0,0.3903,Low Risk
179193,75878,0,0,0.4511,Low Risk
179192,75877,0,0,0.4001,Low Risk
179191,75876,0,0,0.3996,Low Risk
179190,75875,1,1,0.8362,High Risk
179189,75874,1,0,0.4011,Low Risk
179188,75873,0,0,0.4287,Low Risk
179187,75872,0,0,0.4259,Low Risk
179186,75871,1,1,1.0,High Risk
179185,75870,1,1,1.0,High Risk
179184,75869,1,1,1.0,High Risk
179183,75868,1,1,1.0,High Risk
179182,75867,0,0,0.0,Low Risk
179181,75866,0,0,0.0,Low Risk
179180,75865,0,0,0.0079,Low Risk
179179,75864,1,0,0.4075,Low Risk
179178,75863,0,0,0.3769,Low Risk
179177,75862,0,0,0.4262,Low Risk
179176,75861,0,0,0.4271,Low Risk
179175,75860,1,0,0.4286,Low Risk
179173,75858,1,1,0.8349,High Risk
179172,75857,0,0,0.4194,Low Risk
179171,75856,0,1,0.8014,High Risk
179170,75855,1,1,1.0,High Risk
179169,75854,1,1,0.8659,High Risk
179168,75853,1,1,0.8627,High Risk
179167,75852,0,0,0.3818,Low Risk
179166,75851,0,0,0.3684,Low Risk
179165,75850,1,0,0.3818,Low Risk
179164,75849,1,0,0.3804,Low Risk
179163,75848,1,1,0.852,High Risk
179161,75846,0,0,0.4383,Low Risk
179160,75845,1,0,0.428,Low Risk
179159,75844,1,0,0.4369,Low Risk
179158,75843,1,1,0.8194,High Risk
179157,75842,0,0,0.428,Low Risk
179156,75841,0,0,0.4175,Low Risk
179155,75840,1,1,0.7877,High Risk
179154,75839,1,1,0.8356,High Risk
179153,75838,1,1,0.9946,High Risk
179152,75837,1,1,0.9889,High Risk
179151,75836,0,1,0.7938,High Risk
179150,75835,1,1,0.8698,High Risk
179149,75834,1,1,0.8534,High Risk
179148,75833,1,1,0.9952,High Risk
179147,75832,1,1,0.9907,High Risk
179146,75831,1,1,0.9924,High Risk
179145,75830,1,0,0.4269,Low Risk
179144,75829,1,0,0.4058,Low Risk
179143,75828,0,0,0.3859,Low Risk
179142,75827,0,0,0.4166,Low Risk
179141,75826,0,0,0.2239,Low Risk
179140,75825,1,0,0.4165,Low Risk
179139,75824,1,0,0.3505,Low Risk
179138,75823,0,0,0.3696,Low Risk
179137,75822,0,0,0.4482,Low Risk
179136,75821,0,0,0.4482,Low Risk
179135,75820,1,0,0.4004,Low Risk
179134,75819,1,0,0.4004,Low Risk
179133,75818,0,0,0.3917,Low Risk
179132,75817,0,0,0.4282,Low Risk
179131,75816,0,0,0.3809,Low Risk
179130,75815,1,0,0.4467,Low Risk
179129,75814,1,0,0.4236,Low Risk
179128,75813,1,1,0.8388,High Risk
179127,75812,1,1,0.8198,High Risk
179126,75811,1,1,1.0,High Risk
179125,75810,1,1,0.8627,High Risk
179124,75809,1,1,0.8575,High Risk
179123,75808,1,1,0.8575,High Risk
179122,75807,0,0,0.01,Low Risk
179121,75806,0,0,0.0089,Low Risk
179120,75805,0,0,0.0093,Low Risk
179119,75804,0,0,0.0093,Low Risk
179118,75803,0,0,0.0079,Low Risk
179116,75801,0,0,0.0093,Low Risk
179115,75800,1,0,0.4641,Low Risk
179114,75799,1,0,0.4347,Low Risk
179113,75798,0,0,0.3896,Low Risk
179112,75797,0,0,0.4,Low Risk
14667,5895,1,1,0.7245,Medium Risk
7792,3130,1,1,0.7528,High Risk
123770,49521,0,1,0.7378,Medium Risk
75732,30305,1,1,0.8171,High Risk
125134,50054,1,1,0.7869,High Risk
69517,27772,1,1,0.7884,High Risk
119406,47752,1,1,0.7523,High Risk
78230,31296,0,1,0.7595,High Risk
55227,22076,0,1,0.728,Medium Risk
64279,25665,1,1,0.7972,High Risk
78229,31296,0,1,0.7454,Medium Risk
57115,22819,1,1,0.7862,High Risk
67904,27099,1,1,0.8548,High Risk
70772,28292,1,1,0.8634,High Risk
97738,39159,1,1,0.8057,High Risk
80251,32090,1,1,0.8592,High Risk
86490,34631,0,1,0.8297,High Risk
94024,37669,1,1,0.7873,High Risk
94022,37669,1,1,0.81,High Risk
86867,34773,1,1,0.8104,High Risk
100038,40085,1,1,0.7704,High Risk
118161,47262,1,1,0.7958,High Risk
111824,44771,0,1,0.8169,High Risk
34783,13890,1,1,0.7713,High Risk
42688,17071,0,1,0.7544,High Risk
28304,11321,0,1,0.6877,Medium Risk
162010,64813,1,1,0.7409,Medium Risk
42917,17162,1,1,0.7631,High Risk
32070,12827,1,1,0.7487,Medium Risk
29833,11936,0,1,0.7342,Medium Risk
170841,68337,1,1,0.8094,High Risk
114342,45746,0,1,0.6868,Medium Risk
162011,64813,1,1,0.7489,Medium Risk
34400,13736,0,1,0.7374,Medium Risk
124032,49622,1,1,0.7829,High Risk
48596,19444,1,1,0.7806,High Risk
159827,63936,0,1,0.7582,High Risk
124029,49622,1,1,0.767,High Risk
129710,51911,0,1,0.7971,High Risk
145723,58239,1,1,0.8113,High Risk
141753,56678,1,1,0.736,Medium Risk
132933,53202,1,1,0.792,High Risk
147023,58738,1,1,0.7665,High Risk
140708,56260,1,1,0.7332,Medium Risk
12615,5042,1,1,0.7903,High Risk
132934,53202,1,1,0.7686,High Risk
138833,55511,0,1,0.6387,Medium Risk
135348,54128,1,1,0.8129,High Risk
53138,21244,1,1,0.8194,High Risk
119407,47752,1,1,0.7523,High Risk
78074,31239,1,1,0.7892,High Risk
114415,45772,1,1,0.749,Medium Risk
61755,24661,0,1,0.751,High Risk
125133,50054,1,1,0.7462,Medium Risk
57384,22924,1,1,0.7976,High Risk
54783,21902,1,1,0.778,High Risk
53838,21534,1,1,0.8013,High Risk
113596,45461,0,1,0.7348,Medium Risk
60432,24160,1,1,0.782,High Risk
97737,39159,1,1,0.779,High Risk
80279,32102,1,1,0.8356,High Risk
94239,37763,1,1,0.7457,Medium Risk
94512,37867,1,1,0.7969,High Risk
79729,31905,1,1,0.819,High Risk
90567,36269,1,1,0.797,High Risk
94509,37867,1,1,0.7969,High Risk
100039,40085,1,1,0.7626,High Risk
100036,40085,1,1,0.7704,High Risk
120988,48374,1,1,0.858,High Risk
121133,48434,1,1,0.7817,High Risk
44274,17719,1,1,0.789,High Risk
39413,15766,0,1,0.7536,High Risk
30449,12179,1,1,0.8037,High Risk
165672,66275,1,1,0.7945,High Risk
32869,13140,1,1,0.8052,High Risk
41061,16444,1,1,0.7123,Medium Risk
39411,15766,0,1,0.7327,Medium Risk
162550,65030,1,1,0.756,High Risk
36153,14454,1,1,0.7978,High Risk
34403,13736,0,1,0.7374,Medium Risk
169947,67979,1,1,0.7682,High Risk
162549,65030,1,1,0.756,High Risk
165673,66275,1,1,0.7656,High Risk
163099,65264,1,1,0.7874,High Risk
29830,11936,0,1,0.7056,Medium Risk
34784,13890,1,1,0.7734,High Risk
128006,51226,0,1,0.7532,High Risk
131420,52576,0,1,0.7224,Medium Risk
132932,53202,1,1,0.7923,High Risk
169391,67753,1,1,0.86,High Risk
38553,15421,0,1,0.7671,High Risk
33089,13225,1,1,0.7754,High Risk
174677,71362,1,1,0.7368,Medium Risk
33103,13232,1,1,0.7993,High Risk
169394,67753,1,1,0.7695,High Risk
172187,68879,1,1,0.7587,High Risk
163675,65487,1,1,0.7959,High Risk
162708,65105,1,1,0.761,High Risk
37151,14837,1,1,0.7627,High Risk
115551,46224,1,1,0.7336,Medium Risk
174532,71217,1,1,0.7606,High Risk
159939,63972,1,1,0.776,High Risk
47958,19200,1,1,0.7816,High Risk
45004,18009,1,1,0.777,High Risk
27107,10831,0,1,0.7624,High Risk
170278,68107,1,1,0.7757,High Risk
38552,15421,0,1,0.7761,High Risk
174586,71271,0,1,0.7523,High Risk
172186,68879,1,1,0.7587,High Risk
163673,65487,1,1,0.7959,High Risk
42378,16953,1,1,0.7616,High Risk
124146,49664,1,1,0.7844,High Risk
41066,16446,0,1,0.7701,High Risk
27105,10831,0,1,0.7624,High Risk
37461,14960,1,1,0.7591,High Risk
44994,18005,1,1,0.7737,High Risk
27103,10831,0,1,0.7624,High Risk
32027,12804,1,1,0.7802,High Risk
36657,14651,0,1,0.7487,Medium Risk
27538,10990,1,1,0.7779,High Risk
163966,65609,1,1,0.7814,High Risk
44667,17878,1,1,0.8076,High Risk
42501,16998,1,1,0.7827,High Risk
34955,13970,1,1,0.7739,High Risk
27537,10990,1,1,0.7779,High Risk
34101,13614,1,1,0.7872,High Risk
110806,44388,1,1,0.7937,High Risk
32638,13050,1,1,0.7817,High Risk
31580,12613,1,1,0.7928,High Risk
166432,66587,1,1,0.7472,Medium Risk
156995,62795,1,1,0.7766,High Risk
47394,18950,1,1,0.7478,Medium Risk
49031,19610,1,1,0.7808,High Risk
162500,65011,0,1,0.8154,High Risk
48438,19380,1,1,0.7422,Medium Risk
162490,65005,1,1,0.7865,High Risk
50201,20085,1,1,0.7762,High Risk
45604,18245,1,1,0.7569,High Risk
44495,17810,1,1,0.7963,High Risk
49528,19817,1,1,0.7898,High Risk
26147,10444,1,1,0.7768,High Risk
161560,64637,1,1,0.7533,High Risk
38180,15269,1,1,0.7865,High Risk
35196,14064,1,1,0.7915,High Risk
36402,14551,0,1,0.7824,High Risk
31771,12698,1,1,0.7855,High Risk
119424,47758,1,1,0.7982,High Risk
170556,68220,1,1,0.7681,High Risk
36854,14730,1,1,0.7301,Medium Risk
166013,66411,0,1,0.7693,High Risk
31373,12535,1,1,0.8105,High Risk
169288,67712,1,1,0.7693,High Risk
46477,18593,1,1,0.7712,High Risk
44735,17909,1,1,0.7712,High Risk
40705,16302,1,1,0.7927,High Risk
36850,14730,1,1,0.7301,Medium Risk
33410,13343,1,1,0.7837,High Risk
155308,62117,1,1,0.7517,High Risk
156600,62637,1,1,0.7866,High Risk
169622,67845,1,1,0.7588,High Risk
169287,67712,1,1,0.7693,High Risk
28017,11209,1,1,0.7555,High Risk
103574,41494,1,1,0.7369,Medium Risk
46473,18593,1,1,0.7712,High Risk
33408,13343,1,1,0.7837,High Risk
156598,62637,1,1,0.7866,High Risk
173359,70044,1,1,0.7806,High Risk
169392,67753,1,1,0.7707,High Risk
41532,16617,1,1,0.7627,High Risk
36449,14574,1,1,0.7814,High Risk
31770,12698,1,1,0.7942,High Risk
39000,15599,1,1,0.7573,High Risk
33407,13343,1,1,0.7837,High Risk
50172,20072,1,1,0.7926,High Risk
30793,12323,1,1,0.7146,Medium Risk
174610,71295,1,1,0.7309,Medium Risk
165859,66351,0,1,0.7627,High Risk
31769,12698,1,1,0.7942,High Risk
110243,44148,1,1,0.739,Medium Risk
133806,53540,1,0,0.3773,Low Risk
132641,53069,1,0,0.3766,Low Risk
144015,57570,1,0,0.3295,Low Risk
12871,5154,1,0,0.4012,Low Risk
22760,9122,0,0,0.3495,Low Risk
11090,4427,0,0,0.3542,Low Risk
23308,9340,1,0,0.3775,Low Risk
23280,9331,0,0,0.3213,Low Risk
145934,58315,1,0,0.3901,Low Risk
136489,54572,0,0,0.3542,Low Risk
129285,51746,0,0,0.343,Low Risk
10673,4269,1,0,0.3674,Low Risk
153470,61346,0,0,0.3915,Low Risk
5000,1999,1,0,0.3622,Low Risk
133897,53576,0,0,0.307,Low Risk
142954,57152,0,0,0.3467,Low Risk
129114,51674,1,0,0.3544,Low Risk
138382,55336,0,0,0.3956,Low Risk
134532,53810,1,0,0.393,Low Risk
148446,59301,0,0,0.3507,Low Risk
20995,8410,1,0,0.3472,Low Risk
20277,8123,0,0,0.3516,Low Risk
151598,60567,0,0,0.3365,Low Risk
5523,2203,0,0,0.3454,Low Risk
8768,3527,0,0,0.3852,Low Risk
6064,2428,0,0,0.3637,Low Risk
137981,55174,1,0,0.3658,Low Risk
142664,57032,0,0,0.3802,Low Risk
25272,10113,0,0,0.368,Low Risk
130535,52250,1,0,0.3658,Low Risk
22214,8906,0,0,0.3528,Low Risk
3424,1386,0,0,0.3432,Low Risk
148243,59226,0,0,0.3982,Low Risk
22094,8847,0,0,0.3381,Low Risk
144928,57929,1,0,0.3966,Low Risk
133703,53505,1,0,0.4088,Low Risk
139149,55636,0,0,0.318,Low Risk
142889,57128,0,0,0.3751,Low Risk
21771,8728,0,0,0.3686,Low Risk
2749,1105,1,0,0.369,Low Risk
4490,1797,0,0,0.3668,Low Risk
4065,1634,1,0,0.3972,Low Risk
133898,53576,0,0,0.3422,Low Risk
25271,10113,0,0,0.3925,Low Risk
76951,30802,0,0,0.3855,Low Risk
64767,25875,1,0,0.3958,Low Risk
76457,30589,1,0,0.3985,Low Risk
52295,20931,0,0,0.349,Low Risk
114090,45646,0,0,0.3502,Low Risk
74379,29731,0,0,0.3681,Low Risk
106778,42777,0,0,0.3423,Low Risk
59793,23886,0,0,0.3191,Low Risk
108786,43561,0,0,0.3279,Low Risk
119635,47846,0,0,0.3341,Low Risk
53007,21192,0,0,0.3496,Low Risk
57969,23156,0,0,0.4557,Low Risk
57092,22811,0,0,0.3222,Low Risk
63668,25418,0,0,0.3914,Low Risk
117694,47092,0,0,0.3345,Low Risk
106479,42658,0,0,0.3313,Low Risk
58784,23494,1,0,0.3824,Low Risk
68417,27316,0,0,0.3549,Low Risk
52296,20931,0,0,0.3961,Low Risk
68975,27555,1,0,0.3904,Low Risk
71724,28657,0,0,0.3494,Low Risk
117485,47011,0,0,0.2917,Low Risk
119639,47846,0,0,0.3215,Low Risk
54960,21973,0,0,0.3625,Low Risk
125535,50226,0,0,0.3508,Low Risk
